dc_identifier,eid,prism_doi,pii,pubmed_id,orcid,link_self_href,link_scopus_href,link_scopus_citedby_href,prism_url,dc_title,first_author_name,prism_publicationname,prism_aggregationtype,prism_issn,prism_isbn,prism_volume,prism_issueidentifier,prism_pagerange,prism_coverdate,publication_year,publication_month,prism_coverdisplaydate,citedby_count,subtype,subtypedescription,first_affiliation_name,openaccess
SCOPUS_ID:86000432848,2-s2.0-86000432848,10.1109/TPEL.2025.3531014,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000432848,Impedance-Based Online Internal Temperature Estimation for Lithium-Ion Batteries Considering the Parasitic Parameters of Power Wires,Geng A.,IEEE Transactions on Power Electronics,Journal,08858993,nan,40,5,6454-6458,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000432823,2-s2.0-86000432823,10.1016/j.ceramint.2024.12.480,S0272884224061625,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000432823,Micro-holes machining characteristics of C<inf>f</inf>-ZrB<inf>2</inf>-SiC by Micro-EDM and taper control based on swing device,Gong S.,Ceramics International,Journal,02728842,nan,51,8,10477-10490,2025-03-01,2025,3,,0,ar,Article,,0
SCOPUS_ID:86000431966,2-s2.0-86000431966,10.1007/s40843-024-3148-9,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000431966,Enhanced long-lasting luminescence nanorods for ultrasensitive detection of SARS-CoV-2 N protein,Wei Y.,Science China Materials,Journal,20958226,nan,68,1,253-260,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:86000431862,2-s2.0-86000431862,10.1002/nag.3937,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000431862,A Constitutive Model for Anisotropic Sand Considering Fabric Evolution Under Proportional and Non-Proportional Loadings,Liao D.,International Journal for Numerical and Analytical Methods in Geomechanics,Journal,03639061,nan,49,5,1575-1596,2025-04-10,2025,4,,0,ar,Article,,0
SCOPUS_ID:86000430484,2-s2.0-86000430484,10.1002/eqe.4311,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000430484,Generalized Mathematical Modeling of Tuned Liquid Column Dampers Under Varying Excitation Amplitudes,Ding H.,Earthquake Engineering and Structural Dynamics,Journal,00988847,nan,54,5,1324-1341,2025-04-25,2025,4,,0,ar,Article,,0
SCOPUS_ID:86000429730,2-s2.0-86000429730,10.1016/j.ejor.2024.12.046,S0377221724009883,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000429730,Opinion convergence and management: Opinion dynamics in interactive group decision-making,Xu Y.,European Journal of Operational Research,Journal,03772217,nan,323,3,938-951,2025-06-16,2025,6,,0,ar,Article,,0
SCOPUS_ID:86000428764,2-s2.0-86000428764,10.1109/TNNLS.2024.3380851,,38587956,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000428764,Enhancing Narrative Commonsense Reasoning with Multilevel Causal Knowledge,Mu F.,IEEE Transactions on Neural Networks and Learning Systems,Journal,2162237X,nan,36,3,5601-5613,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000425610,2-s2.0-86000425610,10.1109/JLT.2024.3492717,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000425610,Torsion-Assisted FBG With an Enhanced Capability of High-Temperature Sensing,Wang Z.A.,Journal of Lightwave Technology,Journal,07338724,nan,43,5,2449-2455,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000425506,2-s2.0-86000425506,10.1109/TPAMI.2025.3530246,,40031207,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000425506,Scaling Spike-Driven Transformer With Efficient Spike Firing Approximation Training,Yao M.,IEEE Transactions on Pattern Analysis and Machine Intelligence,Journal,01628828,nan,47,4,2973-2990,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000389247,2-s2.0-86000389247,10.1080/23792949.2024.2448421,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000389247,Pandemic fatigue? Insights from road traffic in Hong Kong during COVID-19,Huang Z.,Area Development and Policy,Journal,,nan,10,1,108-125,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000387171,2-s2.0-86000387171,10.1021/acsphotonics.4c01623,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000387171,Revealing Optical Soliton Radiation and Encoding via Nonlinear Fourier Transform,Zhou Y.,ACS Photonics,Journal,,nan,12,1,253-262,2025-01-15,2025,1,,0,ar,Article,,1
SCOPUS_ID:86000386749,2-s2.0-86000386749,10.1109/TKDE.2024.3485107,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000386749,A Fine-Grained Network for Joint Multimodal Entity-Relation Extraction,Yuan L.,IEEE Transactions on Knowledge and Data Engineering,Journal,10414347,nan,37,1,1-14,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000386145,2-s2.0-86000386145,10.1080/10447318.2024.2327199,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000386145,Perceived User Reachability in Mobile UIs Using Data Analytics and Machine Learning,Lee L.H.,International Journal of Human-Computer Interaction,Journal,10447318,nan,41,4,2703-2726,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000386137,2-s2.0-86000386137,10.1109/TPEL.2024.3446961,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000386137,A New Design for Tapped-Inductor Transmitter with Multiple Concurrent Resonant Frequency Outputs for Wireless Power Transfer,Leung C.P.,IEEE Transactions on Power Electronics,Journal,08858993,nan,40,2,3738-3749,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000386127,2-s2.0-86000386127,10.1021/acsami.4c21322,,39996510,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000386127,Advancing the Preparation Strategy of High-Performance Integrated Electrodes for eCO<inf>2</inf>RR via Sublimation,Zeng H.,ACS Applied Materials and Interfaces,Journal,19448244,nan,17,9,14008-14015,2025-03-05,2025,3,,0,ar,Article,,0
SCOPUS_ID:86000384103,2-s2.0-86000384103,10.1080/1064119X.2024.2335341,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000384103,Determination of pullout capacity for an inclined single-plate helical pile under combined loading in clay,Liu F.,Marine Georesources and Geotechnology,Journal,1064119X,nan,43,3,371-382,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000381588,2-s2.0-86000381588,10.1080/08832323.2024.2449506,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000381588,"Learning how to learn: The relationships between students’ learning-to-learn (L2L) competence, learning self-efficacy, and achievement in project-based learning",Chan S.C.H.,Journal of Education for Business,Journal,08832323,nan,100,2,81-90,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000379997,2-s2.0-86000379997,10.1007/s00170-025-15231-5,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000379997,An investigation of the curvature variation in rolling a stiffened panel,Alfawzan Y.,International Journal of Advanced Manufacturing Technology,Journal,02683768,nan,137,3,1565-1580,2025-03-01,2025,3,,0,ar,Article,,1
SCOPUS_ID:86000378564,2-s2.0-86000378564,10.1109/TKDE.2024.3484249,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000378564,Condensing Pre-Augmented Recommendation Data via Lightweight Policy Gradient Estimation,Wu J.,IEEE Transactions on Knowledge and Data Engineering,Journal,10414347,nan,37,1,162-173,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000378354,2-s2.0-86000378354,10.1109/TMC.2024.3463955,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000378354,Romeo: Fault Detection of Rotating Machinery via Fine-Grained mmWave Velocity Signature,Yang Y.,IEEE Transactions on Mobile Computing,Journal,15361233,nan,24,1,227-242,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000378251,2-s2.0-86000378251,10.4153/S0008414X23000858,S0008414X23000858,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000378251,Linear maps preserving -norms of tensor products of matrices,Huang Z.,Canadian Journal of Mathematics,Journal,0008414X,nan,77,1,187-207,2025-02-01,2025,2,,0,ar,Article,,1
SCOPUS_ID:86000376724,2-s2.0-86000376724,10.1080/19648189.2024.2409274,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000376724,Out-of-plane performance of BFRP reinforced UHPC thin panel: experiment and numerical analysis,Huang J.Q.,European Journal of Environmental and Civil Engineering,Journal,19648189,nan,29,4,601-617,2025-01-01,2025,1,,0,no,Note,,0
SCOPUS_ID:86000375925,2-s2.0-86000375925,10.1109/TC.2024.3477945,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000375925,Collaborative Neural Architecture Search for Personalized Federated Learning,Liu Y.,IEEE Transactions on Computers,Journal,00189340,nan,74,1,250-262,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000373794,2-s2.0-86000373794,10.1021/acssensors.4c02417,,39843241,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000373794,Automated Laser-Assisted Single-Cell Sorting for Cell Functional and RNA Sequencing,Wang Y.,ACS Sensors,Journal,,nan,10,2,846-856,2025-02-28,2025,2,,0,ar,Article,,0
SCOPUS_ID:86000372948,2-s2.0-86000372948,10.1109/JSTARS.2024.3508794,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000372948,Ionospheric VTEC Maps Forecasting Based on Graph Neural Network with Transformers,Liu R.,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Journal,19391404,nan,18,,1802-1816,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:86000372354,2-s2.0-86000372354,10.1080/15313220.2024.2443636,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000372354,Problem characteristics of problem-based learning in hospitality and tourism education,Lin P.M.C.,Journal of Teaching in Travel and Tourism,Journal,15313220,nan,25,1,19-40,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000371855,2-s2.0-86000371855,10.1080/02615479.2025.2456041,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000371855,Asian perspectives for social work education,Chui W.H.,Social Work Education,Journal,02615479,nan,44,1,1-4,2025-01-01,2025,1,,0,ed,Editorial,,0
SCOPUS_ID:86000371573,2-s2.0-86000371573,10.1080/10618600.2024.2340523,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000371573,Relative Entropy Gradient Sampler for Unnormalized Distribution,Feng X.,Journal of Computational and Graphical Statistics,Journal,10618600,nan,34,1,211-221,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000371500,2-s2.0-86000371500,10.1142/S0217595925020014,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000371500,Operational Research Models for E-Commerce Platforms: Business Model Innovation (Part 2),Shen B.,Asia-Pacific Journal of Operational Research,Journal,02175959,nan,42,1,,2025-02-01,2025,2,,0,ar,Article,,0
SCOPUS_ID:86000369613,2-s2.0-86000369613,10.1016/j.oceaneng.2025.120801,S0029801825005153,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000369613,Upheaval buckling analysis of subsea pipelines with local corrosion damage based on pipeline element,Huang W.,Ocean Engineering,Journal,00298018,nan,326,,,2025-05-15,2025,5,,0,ar,Article,,0
SCOPUS_ID:86000369573,2-s2.0-86000369573,10.1016/j.trb.2025.103203,S0191261525000529,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000369573,On the morning commute problem with mixed autonomous and human-driven traffic under stochastic bottleneck capacity,Liu Q.,Transportation Research Part B: Methodological,Journal,01912615,nan,195,,,2025-05-01,2025,5,,0,ar,Article,,0
SCOPUS_ID:86000365388,2-s2.0-86000365388,10.1016/j.trd.2025.104681,S1361920925000914,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000365388,Port resilience to climate change in the Greater Bay Area,Yang Z.,Transportation Research Part D: Transport and Environment,Journal,13619209,nan,142,,,2025-05-01,2025,5,,0,ar,Article,,1
SCOPUS_ID:86000363419,2-s2.0-86000363419,10.1016/j.jhazmat.2025.137857,S030438942500771X,40068401,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000363419,Revealing the removal behavior of five neglected microplastics in coagulation-ultrafiltration processes: Insights from experiments and predictive modeling,Zhou G.,Journal of Hazardous Materials,Journal,03043894,nan,491,,,2025-07-05,2025,7,,0,ar,Article,,0
SCOPUS_ID:86000363366,2-s2.0-86000363366,10.1016/j.xops.2025.100723,S2666914525000211,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000363366,Population-Based Normative Reference for Retinal Microvascular Atlas,Yusufu M.,Ophthalmology Science,Journal,,nan,5,3,,2025-05-01,2025,5,,0,ar,Article,,1
SCOPUS_ID:86000359817,2-s2.0-86000359817,10.1016/j.combustflame.2025.114101,S0010218025001397,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000359817,Detonative wavelets in quasi-detonations with fine coal char particles,Zhang J.,Combustion and Flame,Journal,00102180,nan,275,,,2025-05-01,2025,5,,0,ar,Article,,1
SCOPUS_ID:86000356499,2-s2.0-86000356499,10.1007/s12598-024-03200-y,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000356499,The synergistic inhibition of the growth of intermetallic compounds at Sn-0.7Cu/Cu interface by Al and Pt,Yang A.C.,Rare Metals,Journal,10010521,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000356374,2-s2.0-86000356374,10.1007/s10639-025-13457-0,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000356374,Investigating student engagement with AI-driven feedback in translation revision: A mixed-methods study,Xu S.,Education and Information Technologies,Journal,13602357,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:86000347203,2-s2.0-86000347203,10.1016/j.autcon.2025.106114,S0926580525001542,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000347203,Estimating track geometry irregularities from in-service train accelerations using deep learning,Jin Z.,Automation in Construction,Journal,09265805,nan,173,,,2025-05-01,2025,5,,0,ar,Article,,1
SCOPUS_ID:86000344474,2-s2.0-86000344474,10.1080/07294360.2025.2467906,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000344474,Master’s thesis supervision in Hong Kong: a narrative inquiry,Neupane Bastola M.,Higher Education Research and Development,Journal,07294360,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000340487,2-s2.0-86000340487,10.3389/fpsyt.2025.1427655,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000340487,"Exploring the relationships among online social capital, Internet self-efficacy, mental health, and cyberbully-victim roles in adolescents: a structural equation model",Chen Q.,Frontiers in Psychiatry,Journal,,nan,16,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:86000339410,2-s2.0-86000339410,10.1080/00207543.2025.2474214,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000339410,Delay-tolerated vehicle positioning and scheduling problem at terminal aprons: a target-oriented robust optimisation approach,Guan L.,International Journal of Production Research,Journal,00207543,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000336992,2-s2.0-86000336992,10.1016/j.jag.2025.104468,S1569843225001153,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000336992,bImproved hourly all-sky land surface temperature estimation: Incorporating the temporal variability of cloud-radiation interactions,Bae D.,International Journal of Applied Earth Observation and Geoinformation,Journal,15698432,nan,138,,,2025-04-01,2025,4,,0,ar,Article,,1
SCOPUS_ID:86000336529,2-s2.0-86000336529,10.1002/anie.202502103,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000336529,Electrochemical Responsive Alginate Chains Rendered Sol-to-Gel Gradient Electrolyte towards Practical Ah-level Zinc Metal Pouch Cell,Zheng L.,Angewandte Chemie - International Edition,Journal,14337851,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000336472,2-s2.0-86000336472,10.1002/adfm.202500701,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000336472,"Fiber-Shaped, Stretchable Strain Sensors with High Linearity by One-Step Injection Molding for Structural Health Monitoring",Wang J.,Advanced Functional Materials,Journal,1616301X,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000334683,2-s2.0-86000334683,10.1007/s10803-025-06775-2,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000334683,Reduced Context Effect on Lexical Tone Normalization in Children with Autism Spectrum Disorder: A Speech-Specific Mechanism,Kuang C.,Journal of Autism and Developmental Disorders,Journal,01623257,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000329152,2-s2.0-86000329152,10.1016/j.seppur.2025.132401,S1383586625009980,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000329152,Novel calcite-enriched material derived from fly ash for efficient and selective phosphate removal from wastewater,Zhang S.,Separation and Purification Technology,Journal,13835866,nan,364,,,2025-08-30,2025,8,,0,ar,Article,,0
SCOPUS_ID:86000327621,2-s2.0-86000327621,10.1007/s10208-025-09702-0,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000327621,An Unfiltered Low-Regularity Integrator for the KdV Equation with Solutions Below H1,Li B.,Foundations of Computational Mathematics,Journal,16153375,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000326168,2-s2.0-86000326168,10.1007/s13349-025-00931-z,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000326168,Operational modal damping identification based on compressive sensing,Zhou J.,Journal of Civil Structural Health Monitoring,Journal,21905452,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:86000325959,2-s2.0-86000325959,10.1037/pspi0000487,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000325959,Stress Reactivity and Sociocultural Learning: More Stress-Reactive Individuals Are Quicker at Learning Sociocultural Norms From Experiential Feedback,Madan S.,Journal of Personality and Social Psychology,Journal,00223514,nan,,,,2025-01-01,2025,1,,0,ar,Article,,0
SCOPUS_ID:86000325190,2-s2.0-86000325190,10.1186/s12912-025-02694-w,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000325190,Associations of fruit and vegetable intake with sleep quality and stress among Hong Kong female nurses with different working status: a cross-sectional study,Zhang Y.,BMC Nursing,Journal,,nan,24,1,,2025-12-01,2025,12,,0,ar,Article,,1
SCOPUS_ID:86000318728,2-s2.0-86000318728,10.1007/s10639-025-13453-4,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000318728,Exploring students' intention to use a mobile application for learning construction ergonomics,Chellappa V.,Education and Information Technologies,Journal,13602357,nan,,,,2025-01-01,2025,1,,0,ar,Article,,1
SCOPUS_ID:86000317495,2-s2.0-86000317495,10.1063/5.0254669,,0,,,,,https://api.elsevier.com/content/abstract/scopus_id/86000317495,Framework for generating high-resolution Hong Kong local climate projections to support building energy simulations,Wang J.,Physics of Fluids,Journal,10706631,nan,37,3,,2025-03-01,2025,3,,0,ar,Article,,0
