fa,prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month
True,https://api.elsevier.com/content/abstract/scopus_id/85212333605,SCOPUS_ID:85212333605,International Journal of Hospitality Management,2025-04-01,10.1016/j.ijhm.2024.104070,4,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85211984505,SCOPUS_ID:85211984505,Applied Catalysis B: Environmental,2025-05-15,10.1016/j.apcatb.2024.124943,4,ar,Article,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/85211721886,SCOPUS_ID:85211721886,Acta Materialia,2025-01-01,10.1016/j.actamat.2024.120634,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211190336,SCOPUS_ID:85211190336,Bioactive Materials,2025-04-01,10.1016/j.bioactmat.2024.11.024,4,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85210530564,SCOPUS_ID:85210530564,Engineering Applications of Artificial Intelligence,2025-02-01,10.1016/j.engappai.2024.109769,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210515008,SCOPUS_ID:85210515008,Earthquake Engineering and Structural Dynamics,2025-02-01,10.1002/eqe.4275,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210286253,SCOPUS_ID:85210286253,International Journal of Plasticity,2025-01-01,10.1016/j.ijplas.2024.104184,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209659975,SCOPUS_ID:85209659975,Tunnelling and Underground Space Technology,2025-02-01,10.1016/j.tust.2024.106239,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209648719,SCOPUS_ID:85209648719,Journal of Hazardous Materials,2025-01-15,10.1016/j.jhazmat.2024.136506,4,re,Review,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209389326,SCOPUS_ID:85209389326,Acta Materialia,2025-01-15,10.1016/j.actamat.2024.120572,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209376961,SCOPUS_ID:85209376961,International Journal of Hospitality Management,2025-02-01,10.1016/j.ijhm.2024.103998,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85208805439,SCOPUS_ID:85208805439,Angewandte Chemie - International Edition,2025-01-27,10.1002/anie.202417125,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208698012,SCOPUS_ID:85208698012,IEEE Internet of Things Journal,2025-01-01,10.1109/JIOT.2024.3491162,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208576072,SCOPUS_ID:85208576072,Transportation Research Part E: Logistics and Transportation Review,2025-01-01,10.1016/j.tre.2024.103849,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208285289,SCOPUS_ID:85208285289,Engineering Structures,2025-01-15,10.1016/j.engstruct.2024.119236,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208198712,SCOPUS_ID:85208198712,Angewandte Chemie - International Edition,2025-01-27,10.1002/anie.202416947,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208101248,SCOPUS_ID:85208101248,Nature Photonics,2025-01-01,10.1038/s41566-024-01561-5,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208042073,SCOPUS_ID:85208042073,Applied Energy,2025-01-15,10.1016/j.apenergy.2024.124800,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207079841,SCOPUS_ID:85207079841,Separation and Purification Technology,2025-05-01,10.1016/j.seppur.2024.130096,4,re,Review,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/85206934327,SCOPUS_ID:85206934327,Journal of Infrastructure Intelligence and Resilience,2025-03-01,10.1016/j.iintel.2024.100113,4,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85206887559,SCOPUS_ID:85206887559,IEEE Transactions on Industrial Informatics,2025-01-01,10.1109/TII.2024.3423440,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206294601,SCOPUS_ID:85206294601,Chinese Chemical Letters,2025-01-01,10.1016/j.cclet.2024.109799,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206258648,SCOPUS_ID:85206258648,Energy Reviews,2025-03-01,10.1016/j.enrev.2024.100109,4,re,Review,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85205900977,SCOPUS_ID:85205900977,International Journal of Contemporary Hospitality Management,2025-01-02,10.1108/IJCHM-03-2024-0323,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85204774742,SCOPUS_ID:85204774742,Structural Safety,2025-01-01,10.1016/j.strusafe.2024.102539,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85204407280,SCOPUS_ID:85204407280,Measurement: Journal of the International Measurement Confederation,2025-02-01,10.1016/j.measurement.2024.115738,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85203804400,SCOPUS_ID:85203804400,"Resources, Conservation and Recycling",2025-01-01,10.1016/j.resconrec.2024.107922,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85203645352,SCOPUS_ID:85203645352,Applied Energy,2025-01-01,10.1016/j.apenergy.2024.124227,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85203131152,SCOPUS_ID:85203131152,Communications in Nonlinear Science and Numerical Simulation,2025-01-01,10.1016/j.cnsns.2024.108299,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85198744678,SCOPUS_ID:85198744678,IEEE Transactions on Power Systems,2025-01-01,10.1109/TPWRS.2024.3429339,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85198503604,SCOPUS_ID:85198503604,Separation and Purification Technology,2025-02-19,10.1016/j.seppur.2024.128399,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85194496684,SCOPUS_ID:85194496684,Aging and Mental Health,2025-01-01,10.1080/13607863.2024.2356874,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85189953368,SCOPUS_ID:85189953368,Studies in Higher Education,2025-01-01,10.1080/03075079.2024.2338267,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85183345362,SCOPUS_ID:85183345362,Smart and Sustainable Built Environment,2025-04-15,10.1108/SASBE-09-2023-0276,4,re,Review,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85182824366,SCOPUS_ID:85182824366,Journal of Intelligent Manufacturing,2025-02-01,10.1007/s10845-023-02297-9,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85182165963,SCOPUS_ID:85182165963,Journal of Travel Research,2025-03-01,10.1177/00472875231221673,4,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85181816341,SCOPUS_ID:85181816341,IEEE Transactions on Neural Networks and Learning Systems,2025-01-01,10.1109/TNNLS.2023.3341841,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85171523337,SCOPUS_ID:85171523337,"Engineering, Construction and Architectural Management",2025-02-04,10.1108/ECAM-02-2023-0119,4,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85163580866,SCOPUS_ID:85163580866,Journal of Urban Affairs,2025-01-01,10.1080/07352166.2023.2208757,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85153777476,SCOPUS_ID:85153777476,Journal of Hospitality and Tourism Research,2025-01-01,10.1177/10963480231168679,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85148019662,SCOPUS_ID:85148019662,Journal of Multilingual and Multicultural Development,2025-01-01,10.1080/01434632.2023.2176506,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85147503841,SCOPUS_ID:85147503841,Journal of Hospitality and Tourism Research,2025-01-01,10.1177/10963480231152571,4,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/105001657442,SCOPUS_ID:105001657442,Tourism Economics,2025-03-01,10.1177/13548166241273607,4,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/105001567940,SCOPUS_ID:105001567940,Journal of Asian and African Studies,2025-03-01,10.1177/00219096231184407,4,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/105001246919,SCOPUS_ID:105001246919,"Engineering, Construction and Architectural Management",2025-03-28,10.1108/ECAM-06-2023-0613,4,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/105001087185,SCOPUS_ID:105001087185,Angewandte Chemie - International Edition,2025-03-24,10.1002/anie.202423357,4,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/105001079975,SCOPUS_ID:105001079975,Nature Synthesis,2025-03-01,10.1038/s44160-024-00679-2,4,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/105000494041,SCOPUS_ID:105000494041,Building and Environment,2025-05-01,10.1016/j.buildenv.2024.112396,4,ar,Article,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/86000425244,SCOPUS_ID:86000425244,Journal of Education for Teaching,2025-01-01,10.1080/02607476.2024.2379820,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/86000379069,SCOPUS_ID:86000379069,Asia Pacific Journal of Tourism Research,2025-01-01,10.1080/10941665.2024.2437630,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/86000152714,SCOPUS_ID:86000152714,Physics of Fluids,2025-03-01,10.1063/5.0252091,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85217206865,SCOPUS_ID:85217206865,Mechanical Systems and Signal Processing,2025-04-01,10.1016/j.ymssp.2025.112442,3,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85217165751,SCOPUS_ID:85217165751,Nature Water,2025-02-01,10.1038/s44221-024-00377-5,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85217080506,SCOPUS_ID:85217080506,Chemical Engineering Journal,2025-03-01,10.1016/j.cej.2025.160359,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85216575427,SCOPUS_ID:85216575427,Engineering Structures,2025-04-15,10.1016/j.engstruct.2025.119819,3,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85216190770,SCOPUS_ID:85216190770,Applied Physics Letters,2025-01-20,10.1063/5.0246489,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85215364804,SCOPUS_ID:85215364804,IEEE Transactions on Industrial Electronics,2025-01-01,10.1109/TIE.2024.3443959,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85215258373,SCOPUS_ID:85215258373,Engineering Failure Analysis,2025-03-01,10.1016/j.engfailanal.2024.109044,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85214883888,SCOPUS_ID:85214883888,Ocean Engineering,2025-03-15,10.1016/j.oceaneng.2025.120371,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85214564551,SCOPUS_ID:85214564551,Journal of the American Chemical Society,2025-01-22,10.1021/jacs.4c15445,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85214563876,SCOPUS_ID:85214563876,Journal of Constructional Steel Research,2025-04-01,10.1016/j.jcsr.2025.109325,3,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85214528783,SCOPUS_ID:85214528783,Engineering Structures,2025-03-15,10.1016/j.engstruct.2025.119672,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85214291918,SCOPUS_ID:85214291918,ACS Energy Letters,2025-02-14,10.1021/acsenergylett.4c03119,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85214290245,SCOPUS_ID:85214290245,Energy,2025-01-15,10.1016/j.energy.2024.134227,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85213513397,SCOPUS_ID:85213513397,Aerospace Science and Technology,2025-03-01,10.1016/j.ast.2024.109918,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85213249474,SCOPUS_ID:85213249474,Electrochimica Acta,2025-02-10,10.1016/j.electacta.2024.145587,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85213235996,SCOPUS_ID:85213235996,Construction and Building Materials,2025-01-17,10.1016/j.conbuildmat.2024.139697,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85213057608,SCOPUS_ID:85213057608,IEEE Transactions on Signal Processing,2025-01-01,10.1109/TSP.2024.3520551,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85213048895,SCOPUS_ID:85213048895,Canadian Geotechnical Journal,2025-01-01,10.1139/cgj-2023-0756,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85213047840,SCOPUS_ID:85213047840,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-3-031-72655-2_15,3,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85213011583,SCOPUS_ID:85213011583,Computer Methods in Applied Mechanics and Engineering,2025-03-01,10.1016/j.cma.2024.117695,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212756231,SCOPUS_ID:85212756231,Cogent Education,2025-01-01,10.1080/2331186X.2024.2440182,3,re,Review,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212557112,SCOPUS_ID:85212557112,Acta Materialia,2025-02-15,10.1016/j.actamat.2024.120656,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85212320484,SCOPUS_ID:85212320484,Cement and Concrete Composites,2025-03-01,10.1016/j.cemconcomp.2024.105895,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212143312,SCOPUS_ID:85212143312,Journal of Building Engineering,2025-04-01,10.1016/j.jobe.2024.111588,3,re,Review,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85211994662,SCOPUS_ID:85211994662,Innovative Food Science and Emerging Technologies,2025-03-01,10.1016/j.ifset.2024.103901,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85211826536,SCOPUS_ID:85211826536,Journal of Materiomics,2025-07-01,10.1016/j.jmat.2024.100932,3,ar,Article,2025,7
True,https://api.elsevier.com/content/abstract/scopus_id/85211705188,SCOPUS_ID:85211705188,Combustion and Flame,2025-02-01,10.1016/j.combustflame.2024.113896,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211372504,SCOPUS_ID:85211372504,International Journal for Numerical and Analytical Methods in Geomechanics,2025-01-01,10.1002/nag.3862,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211343024,SCOPUS_ID:85211343024,Computers and Industrial Engineering,2025-02-01,10.1016/j.cie.2024.110761,3,cp,Conference Paper,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211069793,SCOPUS_ID:85211069793,Water Research X,2025-05-01,10.1016/j.wroa.2024.100292,3,ar,Article,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/85211064550,SCOPUS_ID:85211064550,Cement and Concrete Composites,2025-03-01,10.1016/j.cemconcomp.2024.105884,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85210958439,SCOPUS_ID:85210958439,Expert Systems with Applications,2025-03-15,10.1016/j.eswa.2024.125931,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85210737282,SCOPUS_ID:85210737282,Advanced Materials,2025-01-22,10.1002/adma.202411709,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210639980,SCOPUS_ID:85210639980,Transportation Research Part E: Logistics and Transportation Review,2025-02-01,10.1016/j.tre.2024.103884,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210544258,SCOPUS_ID:85210544258,Current Opinion in Biotechnology,2025-02-01,10.1016/j.copbio.2024.103230,3,re,Review,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210543212,SCOPUS_ID:85210543212,Thin-Walled Structures,2025-03-01,10.1016/j.tws.2024.112696,3,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85210177706,SCOPUS_ID:85210177706,IEEE Transactions on Intelligent Transportation Systems,2025-01-01,10.1109/TITS.2024.3494657,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210034144,SCOPUS_ID:85210034144,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-3-031-73247-8_5,3,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209777424,SCOPUS_ID:85209777424,Ophthalmic and Physiological Optics,2025-01-01,10.1111/opo.13416,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209713350,SCOPUS_ID:85209713350,Angewandte Chemie - International Edition,2025-01-21,10.1002/anie.202416235,3,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209689635,SCOPUS_ID:85209689635,Journal of Power Sources,2025-02-01,10.1016/j.jpowsour.2024.235883,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209592263,SCOPUS_ID:85209592263,Journal of Power Sources,2025-02-01,10.1016/j.jpowsour.2024.235875,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209555976,SCOPUS_ID:85209555976,Nano Today,2025-02-01,10.1016/j.nantod.2024.102559,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209378182,SCOPUS_ID:85209378182,Computer Methods in Applied Mechanics and Engineering,2025-02-01,10.1016/j.cma.2024.117524,3,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209114928,SCOPUS_ID:85209114928,Materials Science and Engineering R: Reports,2025-01-01,10.1016/j.mser.2024.100879,3,ar,Article,2025,1
